id,name,oscar,highest,lowest,birth,place,movie1_title,movie1_tomato,movie1_audience,movie1_release,movie1_director,movie2_title,movie2_tomato,movie2_audience,movie2_release,movie2_director,movie3_title,movie3_tomato,movie3_audience,movie3_release,movie3_director,movie4_title,movie4_tomato,movie4_audience,movie4_release,movie4_director,movie5_title,movie5_tomato,movie5_audience,movie5_release,movie5_director,movie6_title,movie6_tomato,movie6_audience,movie6_release,movie6_director,movie7_title,movie7_tomato,movie7_audience,movie7_release,movie7_director,movie8_title,movie8_tomato,movie8_audience,movie8_release,movie8_director,movie9_title,movie9_tomato,movie9_audience,movie9_release,movie9_director,movie10_title,movie10_tomato,movie10_audience,movie10_release,movie10_director
215,Orson Welles, Won 1 Oscar., Compulsion (1959), The V.I.P.s (1963)," May 06, 1915"," Kenosha, Wisconsin, USA", Compulsion,100,86,1959, Richard Fleischer, Jane Eyre,100,83,1944, Robert Stevenson, Citizen Kane,99,90,1941, Orson Welles, The Third Man,99,93,1949, Carol Reed, Chimes at Midnight,98,85,1965, Orson Welles, Monsieur Verdoux,97,88,1947, Charles Chaplin, The Stranger,97,81,1946, Orson Welles, Touch of Evil,95,92,1958, Orson Welles, The Immortal Story,92,71,1968, Orson Welles, Hopper/Welles,89,Not Available,2020, Orson Welles
216,Fred Astaire, Nominated for 1 Oscar., Silk Stockings (1957), Ghost Story (1981)," May 10, 1899"," Omaha, Nebraska, USA", Holiday Inn,100,86,1942, Mark Sandrich, Silk Stockings,100,68,1957, Rouben Mamoulian, That's Entertainment!,100,85,1974, Jack Haley Jr., The Band Wagon,100,82,1953, Vincente Minnelli, Top Hat,100,91,1935, Mark Sandrich, You Were Never Lovelier,100,75,1942, William A. Seiter, Swing Time,97,86,1936, George Stevens, Santa Claus Is Comin' to Town,93,Not Available,1970, Jules Bass, The Gay Divorcee,93,82,1934, Mark Sandrich, Royal Wedding,92,69,1951, Stanley Donen
217,Bradley Cooper, Nominated for 8 Oscars., Avengers: Endgame (2019), Brother's Justice (2010)," Jan 05, 1975"," Philadelphia, Pennsylvania, USA", Avengers: Endgame,94,90,2019, Anthony Russo, American Hustle,92,74,2013, David O. Russell, Guardians of the Galaxy,92,92,2014, James Gunn, Silver Linings Playbook,92,86,2012, David O. Russell, 10 Cloverfield Lane,90,79,2016, Dan Trachtenberg, A Star Is Born,90,79,2018, Bradley Cooper, Avengers: Infinity War,85,91,2018, Anthony Russo, Guardians of the Galaxy Vol. 2,85,87,2017, James Gunn, The Hangover,78,84,2009, Todd Phillips, The Place Beyond the Pines,78,75,2012, Derek Cianfrance
218,Gary Oldman, Won 1 Oscar., Harry Potter and the Deathly Hallows: Part 2 (2011), Killers Anonymous (2019)," Mar 21, 1958"," New Cross, London, England, UK", Harry Potter and the Deathly Hallows: Part 2,96,89,2011, David Yates, Prick Up Your Ears,94,79,1987, Stephen Frears, The Dark Knight,94,94,2008, Christopher Nolan, True Romance,93,93,1993, Tony Scott, Dawn of the Planet of the Apes,90,88,2014, Matt Reeves, Harry Potter and the Prisoner of Azkaban,90,86,2004, Alfonso Cuarón, Harry Potter and the Goblet of Fire,88,74,2005, Mike Newell, Sid & Nancy,88,76,1986, Alex Cox, The Dark Knight Rises,87,90,2012, Christopher Nolan, Batman Begins,84,94,2005, Christopher Nolan
219,Jude Law, Nominated for 2 Oscars., Spy (2015), All the King's Men (2006)," Dec 29, 1972"," Lewisham, London, England, UK", Spy,95,78,2015, Paul Feig, Hugo,93,78,2011, Martin Scorsese, The Grand Budapest Hotel,92,86,2014, Wes Anderson, The Nest,89,51,2020, Sean Durkin, The Aviator,86,79,2004, Martin Scorsese, Contagion,85,63,2011, Steven Soderbergh, The Talented Mr. Ripley,84,80,1999, Anthony Minghella, Gattaca,83,87,1997, Andrew Niccol, Road to Perdition,81,86,2002, Sam Mendes, Side Effects,81,70,2013, Steven Soderbergh
220,Paul Giamatti, Nominated for 1 Oscar., April and the Extraordinary World (2015), Pretty Bird (2008)," Jun 06, 1967"," New Haven, Connecticut, USA", April and the Extraordinary World,97,77,2015, Christian Desmares, Sideways,97,79,2004, Alexander Payne, 12 Years a Slave,95,90,2013, Steve McQueen, The Truman Show,95,89,1998, Peter Weir, American Splendor,94,86,2003, Shari Springer Berman, Win Win,94,85,2011, Tom McCarthy, Private Life,93,79,2018, Tamara Jenkins, Saving Private Ryan,93,95,1998, Steven Spielberg, The Little Prince,93,84,2015, Mark Osborne," Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",92,88,2017, Chris Smith
221,Liam Neeson, Nominated for 1 Oscar., Lumiere and Company (1995), The Nut Job (2014)," Jun 07, 1952"," Ballymena, Northern Ireland, UK", Lumiere and Company,100,77,1995, Merzak Allouache, Schindler's List,97,97,1993, Steven Spielberg, The LEGO Movie,96,87,2014, Phil Lord, The Endurance: Shackleton's Legendary Antarctic Expedition,95,88,2000, George Butler, Everest,93,75,1998, David Breashears, Husbands and Wives,93,87,1992, Woody Allen, Ordinary Love,93,69,2019, Lisa Barros D'Sa, Spielberg,92,90,2017, Susan Lacy, Coral Reef Adventure,91,73,2003, Greg MacGillivray, Ponyo,91,83,2008, Hayao Miyazaki
222,Matt Damon, Won 1 Oscar., Boston (2017), The Leisure Class (2015)," Oct 08, 1970"," Cambridge, Massachusetts, USA", Boston,100,67,2017, Jon Dunham, Good Will Hunting,98,94,1997, Gus Van Sant, Inside Job,98,91,2010, Charles Ferguson, Howard Zinn: You Can't Be Neutral on a Moving Train,97,84,2004, Deb Ellis, Manchester by the Sea,96,78,2016, Kenneth Lonergan, True Grit,95,85,2010, Joel Coen, Behind the Candelabra,94,71,2013, Steven Soderbergh, Saving Private Ryan,93,95,1998, Steven Spielberg, Ford v Ferrari,92,98,2019, James Mangold, The Bourne Ultimatum,92,91,2007, Paul Greengrass
223,Michael Fassbender, Nominated for 2 Oscars., 12 Years a Slave (2013), The Snowman (2017)," Apr 02, 1977"," Heidelberg, Germany", 12 Years a Slave,95,90,2013, Steve McQueen, The Shadow of Violence,94,70,2019, Nick Rowland, Frank,92,72,2014, Leonard Abrahamson, Slow West,92,74,2015, John Maclean, Fish Tank,91,79,2009, Andrea Arnold, Hunger,90,83,2008, Steve McQueen, X-Men: Days of Future Past,90,91,2014, Bryan Singer, Inglourious Basterds,89,88,2009, Quentin Tarantino, X-Men: First Class,86,87,2011, Matthew Vaughn, Steve Jobs,85,73,2015, Danny Boyle
224,Carol Burnett, Won 5 Golden Globes., The Secret World of Arrietty (2010), Post Grad (2009)," Apr 26, 1933"," San Antonio, Texas, USA", The Secret World of Arrietty,95,85,2010, Hiromasa Yonebayashi, Dr. Seuss' Horton Hears a Who!,80,73,2008, Jimmy Hayward, Pete 'n' Tillie,80,72,1972, Martin Ritt, The Four Seasons,77,75,1981, Alan Alda, A Wedding,73,80,1978, Robert Altman, All Together Now,71,72,2020, Brett Haley, Get Bruce!,71,44,1999, Andrew J. Kuehn, The Front Page,67,74,1974, Billy Wilder, Noises Off,61,84,1992, Peter Bogdanovich, Annie,57,69,1982, John Huston
225,Jessica Tandy, Won 1 Oscar., The Seventh Cross (1944), Cocoon: The Return (1988)," Jun 07, 1909"," London, England, UK", The Seventh Cross,100,70,1944, Fred Zinnemann, The Birds,95,83,1963, Alfred Hitchcock, Nobody's Fool,91,81,1994, Robert Benton, Driving Miss Daisy,82,81,1989, Bruce Beresford, Cocoon,79,60,1985, Ron Howard, Fried Green Tomatoes,74,91,1991, Jon Avnet, The World According to Garp,74,79,1982, George Roy Hill, The Desert Fox,71,61,1951, Henry Hathaway, The House on Carroll Street,67,28,1988, Peter Yates, Still of the Night,63,50,1982, Robert Benton
226,Helen Hunt, Won 1 Oscar., The Waterdance (1992), Every Day (2010)," Jun 15, 1963"," Culver City, California, USA", The Waterdance,94,64,1992, Neal Jimenez, The Sessions,91,80,2012, Ben Lewin, Cast Away,89,84,2000, Robert Zemeckis, Peggy Sue Got Married,86,55,1986, Francis Ford Coppola, As Good as It Gets,85,86,1997, James L. Brooks, Trancers,83,52,1984, Charles Band, I See You,79,74,2019, Adam Randall, Captivated: The Trials of Pamela Smart,75,43,2014, Jeremiah Zagar, Project X,75,55,1987, Jonathan Kaplan, Candy Jar,71,66,2018, Ben Shelton
227,Patricia Arquette, Won 1 Oscar., Survivors Guide to Prison (2018), Holy Matrimony (1994)," Apr 08, 1968"," Chicago, Illinois, USA", Survivors Guide to Prison,100,70,2018, Matthew Cooke, Boyhood,97,80,2014, Richard Linklater, Richard Linklater: Dream Is Destiny,94,59,2016, Louis Black, True Romance,93,93,1993, Tony Scott, Ed Wood,92,88,1994, Tim Burton, Flirting With Disaster,87,69,1996, David O. Russell, Kiss the Ground,86,99,2020, Joshua Tickell, You Cannot Kill David Arquette,83,92,2020, David Darg, Holes,78,76,2003, Andrew Davis, Equal Means Equal,75,67,2014, Kamala Lopez
228,Carmen Miranda, No Significant Award Wins or Nominations., The Gang's All Here (1943), Copacabana (1947)," Feb 09, 1909"," Marco de Canavezes, Portugal", The Gang's All Here,100,69,1943, Busby Berkeley, Scared Stiff,71,74,1953, George Marshall, A Date With Judy,57,51,1948, Richard Thorpe, Copacabana,20,42,1947, Alfred E. Green, Beyond Ipanema,Not Available,Not Available,2009, Béco Dranoff, Doll Face,Not Available,25,1945, Lewis Seiler, Down Argentine Way,Not Available,56,1940, Irving Cummings, Four Jills in a Jeep,Not Available,56,1944, William A. Seiter, Greenwich Village,Not Available,Not Available,1944, Walter Lang, If I'm Lucky,Not Available,17,1946, Lewis Seiler
229,Kate Hudson, Nominated for 1 Oscar., Almost Famous (2000), A Little Bit of Heaven (2011)," Apr 19, 1979"," Los Angeles, California, USA", Almost Famous,89,92,2000, Cameron Crowe, Kung Fu Panda 3,87,78,2016, Jennifer Yuh Nelson, Deepwater Horizon,83,82,2016, Peter Berg, Marshall,80,84,2017, Reginald Hudlin, About Adam,68,47,2000, Gerard Stembridge, Clear History,61,54,2013, Greg Mottola, Dr. T & the Women,57,20,2000, Robert Altman, The Reluctant Fundamentalist,57,61,2012, Mira Nair, The Killer Inside Me,55,40,2010, Michael Winterbottom, Wish I Was Here,47,59,2014, Zach Braff
230,Catherine Zeta-Jones, Won 1 Oscar., Traffic (2000), Playing for Keeps (2012)," Sep 25, 1969"," Swansea, West Glamorgan, Wales, UK", Traffic,92,85,2000, Steven Soderbergh, High Fidelity,91,90,2000, Stephen Frears, Chicago,86,83,2002, Rob Marshall, The Mask of Zorro,83,73,1998, Martin Campbell, Side Effects,81,70,2013, Steven Soderbergh, Intolerable Cruelty,76,48,2003, Joel Coen, The Terminal,61,74,2004, Steven Spielberg, Ocean's Twelve,54,60,2004, Steven Soderbergh, Sinbad: Legend of the Seven Seas,45,56,2003, Tim Johnson, Red 2,44,63,2013, Dean Parisot
231,Cameron Diaz, Nominated for 4 Golden Globes., Being John Malkovich (1999), Slackers (2002)," Aug 30, 1972"," San Diego, California, USA", Being John Malkovich,94,87,1999, Spike Jonze, Shrek 2,89,69,2004, Andrew Adamson, Shrek,88,90,2001, Andrew Adamson, There's Something About Mary,83,61,1998, Bobby Farrelly, The Mask,77,68,1994, Charles Russell, In Her Shoes,75,66,2005, Curtis Hanson, Things You Can Tell Just by Looking at Her,74,64,2000, Rodrigo Garcia, Gangs of New York,73,81,2002, Martin Scorsese, My Best Friend's Wedding,73,73,1997, P.J. Hogan, Charlie's Angels,68,45,2000, McG
232,Debbie Reynolds, Nominated for 1 Oscar., Divorce American Style (1967), One for the Money (2012)," Apr 01, 1932"," El Paso, Texas, USA", Bright Lights: Starring Carrie Fisher and Debbie Reynolds,100,86,2016, Alexis Bloom, Divorce American Style,100,56,1967, Bud Yorkin, Singin' in the Rain,100,95,1952, Stanley Donen, Kiki's Delivery Service,98,88,1989, Hayao Miyazaki, Behind the Candelabra,94,71,2013, Steven Soderbergh, Mother,88,75,1996, Albert Brooks, How the West Was Won,86,74,1962, John Ford, Halloweentown,80,72,1998, Duwayne Dunham, The Unsinkable Molly Brown,78,70,1964, Charles Walters, Charlotte's Web,77,67,1973, Iwao Takamoto
233,Ellen Burstyn, Won 1 Oscar., The Last Picture Show (1971), Someday This Pain Will Be Useful to You (2011)," Dec 07, 1932"," Detroit, Michigan, USA", The Last Picture Show,100,90,1971, Peter Bogdanovich, The Tale,99,81,2018, Jennifer Fox, When Marnie Was There,91,88,2014, Hiromasa Yonebayashi, Alice Doesn't Live Here Anymore,88,82,1974, Martin Scorsese, Exorcist: The Version You've Never Seen,88,88,2000, William Friedkin, Friedkin Uncut,86,Not Available,2018, Francesco Zippel, The Velveteen Rabbit,86,66,2009, Michael Landon Jr., Harry and Tonto,83,81,1974, Paul Mazursky, The Exorcist,83,87,1973, William Friedkin, Twice in a Lifetime,83,59,1985, Bud Yorkin
234,Maureen O'Hara, No Significant Award Wins or Nominations., The Long Gray Line (1955), The Rare Breed (1966)," Aug 17, 1920"," Ranelagh, Ireland", The Long Gray Line,100,76,1955, John Ford, Miracle on 34th Street,96,87,1947, George Seaton, Our Man in Havana,94,77,1960, Carol Reed, The Hunchback of Notre Dame,93,87,1939, William Dieterle, The Quiet Man,91,91,1952, John Ford, The Parent Trap,90,75,1961, David Swift, How Green Was My Valley,89,81,1941, John Ford, Big Jake,83,85,1971, George Sherman," Dance, Girl, Dance",83,65,1940, Dorothy Arzner, The Black Swan,83,73,1942, Henry King
235,Myrna Loy, No Significant Award Wins or Nominations., Love Crazy (1941), Airport 1975 (1974)," Aug 02, 1905"," Radersburg, Montana, USA", After the Thin Man,100,90,1936, W. S. Van Dyke, Broadway Bill,100,53,1934, Frank Capra, Don Juan,100,60,1926, Alan Crosland, I Love You Again,100,82,1940, W. S. Van Dyke II, Love Crazy,100,82,1941, Jack Conway, Love Me Tonight,100,82,1932, Rouben Mamoulian, The Best Years of Our Lives,98,93,1946, William Wyler, The Thin Man,98,94,1934, W. S. Van Dyke, Arrowsmith,89,40,1931, John Ford, The Mask of Fu Manchu,88,53,1932, Charles Brabin
236,Lena Headey, Nominated for 1 Golden Globe., Fighting With My Family (2019), Kingsglaive: Final Fantasy XV (2016)," Oct 03, 1973"," Hamilton, Bermuda", Fighting With My Family,93,86,2019, Stephen Merchant, Ripley's Game,92,67,2002, Liliana Cavani, Thumper,88,67,2017, Jordan Ross, Aberdeen,87,80,2000, Hans Petter Moland, Laid to Rest,80,38,2009, Robert Hall, Rudyard Kipling's The Jungle Book,80,55,1994, Stephen Sommers, Dredd,79,72,2012, Pete Travis, The Summer House,73,50,1993, Waris Hussein, Mrs. Dalloway,71,57,1997, Marleen Gorris, The Flood,68,Not Available,2019, Anthony Woodley
237,Toni Collette, Nominated for 1 Oscar., Dream Horse (2020), Birthmarked (2018)," Nov 01, 1972"," Blacktown, New South Wales, Australia", Dream Horse,100,Not Available,2020, Euros Lyn, Knives Out,97,92,2019, Rian Johnson, Enough Said,95,75,2013, Nicole Holofcener, Mary and Max,95,92,2009, Adam Elliot, About a Boy,93,55,2002, Chris Weitz, Hearts Beat Loud,92,73,2018, Brett Haley, Little Miss Sunshine,91,91,2006, Jonathan Dayton, Dinner With Friends,90,47,2001, Norman Jewison, Hereditary,89,67,2018, Ari Aster, The Boys,88,Not Available,1998, Rowan Woods
238,Laura Linney, Nominated for 3 Oscars., The Truman Show (1998), Lush (2000)," Feb 05, 1964"," New York, New York, USA", Dave,95,72,1993, Ivan Reitman, The Truman Show,95,89,1998, Peter Weir, You Can Count on Me,95,88,2000, Ken Lonergan, Arthur Christmas,92,76,2011, Sarah Smith, The Laramie Project,92,80,2002, Moisés Kaufman, The Squid and the Whale,92,81,2005, Noah Baumbach, Kinsey,90,75,2004, Bill Condon, The Savages,90,75,2007, Tamara Jenkins, Mr. Holmes,88,70,2015, Bill Condon, Mystic River,88,89,2003, Clint Eastwood
239,Marlene Dietrich, Nominated for 1 Oscar., Rancho Notorious (1952), The Garden of Allah (1936)," Dec 27, 1901"," Berlin-Schöneberg, Germany", A Foreign Affair,100,78,1948, Billy Wilder, Desire,100,76,1936, Frank Borzage, Rancho Notorious,100,69,1952, Fritz Lang, Witness for the Prosecution,100,95,1957, Billy Wilder, Destry Rides Again,96,82,1939, George Marshall, The Blue Angel,96,86,1930, Josef von Sternberg, Touch of Evil,95,92,1958, Orson Welles, Shanghai Express,94,78,1932, Josef von Sternberg, Judgment at Nuremberg,91,93,1961, Stanley Kramer, Dishonored,90,74,1931, Josef von Sternberg
240,Carole Lombard, Nominated for 1 Oscar., In Name Only (1939), Supernatural (1933)," Oct 06, 1908"," Fort Wayne, Indiana, USA", In Name Only,100,74,1939, John Cromwell, Nothing Sacred,100,70,1937, William Wellman, True Confession,100,45,1937, Wesley Ruggles, My Man Godfrey,97,90,1936, Gregory La Cava, To Be or Not to Be,96,93,1942, Ernst Lubitsch, No Man of Her Own,91,69,1932, Wesley Ruggles, Twentieth Century,86,75,1934, Howard Hawks, Hands Across the Table,80,73,1935, Mitchell Leisen, Mr. and Mrs. Smith,67,48,1941, Alfred Hitchcock, Supernatural,50,38,1933, Victor Halperin
241,Jean Arthur, Nominated for 1 Oscar., Easy Living (1937), The Talk of the Town (1942)," Oct 17, 1900"," Plattsburgh, New York, USA", A Foreign Affair,100,78,1948, Billy Wilder, Easy Living,100,84,1937, Mitchell Leisen, History Is Made at Night,100,84,1937, Frank Borzage, Only Angels Have Wings,100,82,1939, Howard Hawks, Seven Chances,100,90,1925, Buster Keaton, The Devil and Miss Jones,100,81,1941, Sam Wood, The Plainsman,100,53,1936, Cecil B. DeMille, The Whole Town's Talking,100,77,1935, John Ford, Shane,97,81,1953, George Stevens, Mr. Smith Goes to Washington,96,94,1939, Frank Capra
242,Jean Harlow, No Significant Award Wins or Nominations., The Public Enemy (1931), Hell's Angels (1930)," Mar 03, 1911"," Kansas City, Missouri, USA", Red Dust,100,78,1932, Victor Fleming, The Public Enemy,100,84,1931, William A. Wellman, City Lights,98,96,1931, Charles Chaplin, Bombshell,90,74,1933, Victor Fleming, Dinner at Eight,90,75,1933, George Cukor, Platinum Blonde,88,67,1931, Frank Capra, Libeled Lady,86,88,1936, Jack Conway, China Seas,80,72,1935, Tay Garnett, Hell's Angels,76,63,1930, Howard Hughes, Double Whoopee,Not Available,47,1929, Lewis Foster
243,Ginger Rogers, Won 1 Oscar., Vivacious Lady (1938), The Barkleys of Broadway (1949)," Jul 16, 1911"," Independence, Missouri, USA", Bachelor Mother,100,88,1939, Garson Kanin, Gold Diggers of 1933,100,86,1933, Mervyn LeRoy, The Major and the Minor,100,84,1942, Billy Wilder," Tom, Dick and Harry",100,44,1941, Garson Kanin, Top Hat,100,91,1935, Mark Sandrich, Vivacious Lady,100,80,1938, George Stevens, Swing Time,97,86,1936, George Stevens, 42nd Street,96,74,1933, Lloyd Bacon, Stage Door,96,87,1937, Gregory La Cava, The Gay Divorcee,93,82,1934, Mark Sandrich
244,Mary Pickford, Won 1 Oscar., The Gaucho (1927), Coquette (1929)," Apr 08, 1892"," Toronto, Ontario, Canada", The Gaucho,100,90,1927, F. Richard Jones, Stella Maris,89,80,1918, Marshall Neilan, Coquette,44,24,1929, Sam Taylor, A Beast at Bay,Not Available,Not Available,1912, D.W. Griffith, A Kiss From Mary Pickford,Not Available,Not Available,1927, Sergey Komarov, A Romance of the Redwoods,Not Available,Not Available,1917, Cecil B. DeMille, Not available, Not Available, Not Available, Not Available, Not Available, Amarilly of Clothesline Alley,Not Available,43,1918, Marshall Neilan, Behind the Scenes,Not Available,Not Available,1914, James Kirkwood, Cinderella,Not Available,33,1914, James Kirkwood
245,Mae West, No Significant Award Wins or Nominations., She Done Him Wrong (1933), Sextette (1978)," Aug 17, 1893"," Brooklyn, New York, USA", I'm No Angel,91,71,1933, Wesley Ruggles, My Little Chickadee,91,63,1940, Edward F. Cline, She Done Him Wrong,91,53,1933, Lowell Sherman, Belle of the Nineties,83,52,1934, Leo McCarey, Goin' to Town,40,50,1935, Alexander Hall, Myra Breckinridge,29,35,1970, Michael Sarne, Sextette,25,29,1978, Ken Hughes, Every Day's a Holiday,Not Available,Not Available,1937, A. Edward Sutherland," Go West, Young Man",Not Available,20,1936, Henry Hathaway, Klondike Annie,Not Available,52,1936, Raoul Walsh
246,Gillian Anderson, Won 2 Golden Globes., The Widowmaker (2015), Last Love (2013)," Aug 09, 1968"," Chicago, Illinois, USA", The Widowmaker,100,77,2015, Patrick Forbes, Sister,96,75,2012, Ursula Meier, Princess Mononoke,93,94,1997, Hayao Miyazaki, The Last King of Scotland,87,89,2006, Kevin Macdonald, Shadow Dancer,84,52,2012, James Marsh, The House of Mirth,82,73,2000, Terence Davies, The Mighty,75,79,1998, Peter Chelsom, Viceroy's House,72,66,2017, Gurinder Chadha, The Mighty Celt,67,65,2005, Pearse Elliott, The X-Files,66,72,1998, Rob Bowman
247,Emma Watson, No Significant Award Wins or Nominations., Ballet Shoes (2007), Regression (2015)," Apr 15, 1990"," Paris, France", Ballet Shoes,100,66,2007, Sandra Goldbacher, Harry Potter and the Deathly Hallows: Part 2,96,89,2011, David Yates, Little Women,95,92,2019, Greta Gerwig, Harry Potter and the Prisoner of Azkaban,90,86,2004, Alfonso Cuarón, Harry Potter and the Goblet of Fire,88,74,2005, Mike Newell, The Perks of Being a Wallflower,85,89,2012, Stephen Chbosky, Harry Potter and the Half-Blood Prince,84,78,2009, David Yates, My Week With Marilyn,83,71,2011, Simon Curtis, This Is the End,83,71,2013, Seth Rogen, Harry Potter and the Chamber of Secrets,82,80,2002, Chris Columbus
248,Meg Ryan, Nominated for 3 Golden Globes., When Harry Met Sally... (1989), Lost Souls (2000)," Nov 19, 1961"," Fairfield, Connecticut, USA", When Harry Met Sally...,91,89,1989, Rob Reiner, Anastasia,86,77,1997, Don Bluth, Courage Under Fire,85,66,1996, Edward Zwick, Innerspace,82,65,1987, Joe Dante, Sleepless in Seattle,75,75,1993, Nora Ephron, Promised Land,73,47,1987, Michael Hoffman, Restoration,71,59,1995, Michael Hoffman, When a Man Loves a Woman,70,77,1994, Luis Mandoki, You've Got Mail,70,73,1998, Nora Ephron, Flesh and Bone,68,41,1993, Steve Kloves
249,Alan Arkin, Won 1 Oscar., The Heart Is a Lonely Hunter (1968), Coupe de Ville (1990)," Mar 26, 1934"," New York, New York, USA", The Heart Is a Lonely Hunter,100,85,1968, Robert Ellis Miller, Argo,96,90,2012, Ben Affleck, Wait Until Dark,96,91,1967, Terence Young, Glengarry Glen Ross,95,88,1992, James Foley, The Muppets,95,80,2011, James Bobin, Little Miss Sunshine,91,91,2006, Jonathan Dayton, Edward Scissorhands,90,91,1990, Tim Burton, Hearts of the West,88,43,1975, Howard Zieff, The In-Laws,88,83,1979, Arthur Hiller, The Russians Are Coming! The Russians Are Coming!,86,74,1966, Norman Jewison
250,Kurt Russell, Nominated for 1 Golden Globe., The Battered Bastards of Baseball (2014), Winter People (1989)," Mar 17, 1951"," Springfield, Massachusetts, USA", The Battered Bastards of Baseball,100,95,2014, Chapman Way, Bone Tomahawk,91,73,2015, S. Craig Zahler, QT8: The First Eight,91,92,2019, Tara Wood, Swing Shift,87,41,1984, Jonathan Demme, Escape From New York,86,77,1981, John Carpenter, Guardians of the Galaxy Vol. 2,85,87,2017, James Gunn, Once Upon a Time... In Hollywood,85,70,2019, Quentin Tarantino, The Thing,85,92,1982, John Carpenter, Grindhouse,84,87,2007, Quentin Tarantino, Deepwater Horizon,83,82,2016, Peter Berg
251,Jake Gyllenhaal, Nominated for 1 Oscar., Hondros (2017), Accidental Love (2015)," Dec 19, 1980"," Los Angeles, California, USA", Donnie Darko: 15th Anniversary,100,90,2017, Richard Kelly, Hondros,100,85,2017, Greg Campbell, John Mulaney & The Sack Lunch Bunch,96,76,2019, Rhys Thomas, Nightcrawler,95,85,2014, Dan Gilroy, Wildlife,93,73,2018, Paul Dano, Relic,92,49,2020, Natalie Erika James, Source Code,92,82,2011, Duncan Jones, October Sky,91,88,1999, Joe Johnston, Spider-Man: Far From Home,90,95,2019, Jon Watts, Stronger,90,80,2017, David Gordon Green
252,Ryan Gosling, Nominated for 2 Oscars., Drive (2011), Stay (2005)," Nov 12, 1980"," London, Ontario, Canada", Drive,92,79,2011, Nicolas Winding Refn, La La Land,91,81,2016, Damien Chazelle, The Nice Guys,91,79,2016, Shane Black, Half Nelson,90,82,2006, Ryan Fleck, Blade Runner 2049,88,81,2017, Denis Villeneuve, The Big Short,88,88,2015, Adam McKay, First Man,87,67,2018, Damien Chazelle, Blue Valentine,86,77,2010, Derek Cianfrance, Seduced and Abandoned,84,62,2013, James Toback, The Believer,83,82,2001, Henry Bean
253,Colin Firth, Won 1 Oscar., Conspiracy (2001), The Accidental Husband (2008)," Sep 10, 1960"," Grayshott, Hampshire, England, UK", Celebration,100,56,2007, John Crowley, Conspiracy,100,86,2001, Frank Pierson, Eye in the Sky,95,82,2015, Gavin Hood, The King's Speech,94,92,2010, Tom Hooper, Shakespeare in Love,92,80,1998, John Madden,1917,89,88,2019, Sam Mendes, Loving,88,76,2016, Jeff Nichols, Supernova,88,69,2020, Harry Macqueen, A Single Man,86,81,2009, Tom Ford, The English Patient,85,83,1996, Anthony Minghella
254,Jamie Foxx, Won 1 Oscar., Hitsville: The Making of Motown (2019), Stealth (2005)," Dec 13, 1967"," Terrell, Texas, USA", Hitsville: The Making of Motown,100,77,2019, Gabe Turner, Soul,95,88,2020, Pete Docter, Baby Driver,92,86,2017, Edgar Wright, QT8: The First Eight,91,92,2019, Tara Wood, Django Unchained,87,91,2012, Quentin Tarantino, Collateral,86,84,2004, Michael Mann, Just Mercy,85,99,2019, Destin Daniel Cretton, The Truth About Cats & Dogs,85,56,1996, Michael Lehmann, Dying Laughing,82,30,2016, Lloyd Stanton, Ray,79,87,2004, Taylor Hackford
255,Adrien Brody, Won 1 Oscar., The Pianist (2002), InAPPropriate Comedy (2013)," Apr 14, 1973"," New York, New York, USA", The Pianist,95,96,2002, Roman Polanski, Midnight in Paris,93,83,2011, Woody Allen, The Grand Budapest Hotel,92,86,2014, Wes Anderson, Who Will Write Our History,92,90,2018, Roberta Grossman, King of the Hill,91,84,1993, Steven Soderbergh, Liberty Heights,85,76,1999, Barry Levinson, King Kong,84,50,2005, Peter Jackson, The Thin Red Line,80,80,1998, Terrence Malick, Oxygen,77,55,1999, Richard Shepard, Restaurant,77,40,1998, Eric Bross
256,Roberto Benigni, Won 1 Oscar., Caterina Goes to Town (2003), Pinocchio (2002)," Oct 27, 1952"," Manciano La Misericordia, Italy", Caterina Goes to Town,90,77,2003, Paolo Virzì, Down by Law,87,94,1986, Jim Jarmusch, Pinocchio,84,40,2019, Matteo Garrone, Life Is Beautiful,80,96,1997, Roberto Benigni, Night on Earth,75,91,1992, Jim Jarmusch, Coffee and Cigarettes,64,75,2003, Jim Jarmusch, Johnny Stecchino,46,85,1991, Roberto Benigni, Luna,46,69,1979, Bernardo Bertolucci, To Rome With Love,46,40,2012, Woody Allen, The Monster,40,83,1994, Roberto Benigni
257,Jeremy Irons, Won 1 Oscar., Moonlighting (1982)," Love, Weddings & Other Disasters (2020)"," Sep 19, 1948"," Cowes, Isle of Wight, England, UK", Moonlighting,100,79,1982, Jerzy Skolimowski, The Lion King,93,93,1994, Roger Allers, Reversal of Fortune,92,78,1990, Barbet Schroeder, Their Finest,90,71,2016, Lone Scherfig, Betrayal,87,77,1983, David Jones, Margin Call,87,74,2011, J.C. Chandor, The Last Lions,87,89,2011, Dereck Joubert, Trashed,87,77,2012, Candida Brady, Dead Ringers,83,82,1988, David Cronenberg, Longitude,83,84,2000, Charles Sturridge
